gene,skewness,abs_skewness
ENSG00000142657,0.8577762128604643,0.8577762128604643
ENSG00000134759,0.8577670262009747,0.8577670262009747
ENSG00000260366,0.8574338222119632,0.8574338222119632
ENSG00000215102,0.8552645714362425,0.8552645714362425
ENSG00000275180,0.8531471936420881,0.8531471936420881
ENSG00000170365,0.8518031697331981,0.8518031697331981
ENSG00000145757,0.8499256135961226,0.8499256135961226
ENSG00000130749,0.8494890040861788,0.8494890040861788
ENSG00000221930,0.8482472538250266,0.8482472538250266
ENSG00000273611,0.8472423861529609,0.8472423861529609
ENSG00000141580,0.8458484975957209,0.8458484975957209
ENSG00000144746,0.8453023615488562,0.8453023615488562
ENSG00000278447,0.8442609539000946,0.8442609539000946
ENSG00000185122,0.8434021059858251,0.8434021059858251
ENSG00000133302,0.8423961551088885,0.8423961551088885
ENSG00000272156,0.8423290846161862,0.8423290846161862
ENSG00000141959,0.8417049958995144,0.8417049958995144
ENSG00000198563,0.840872827944611,0.840872827944611
ENSG00000233406,0.8397248576688519,0.8397248576688519
ENSG00000226964,0.8396948057652767,0.8396948057652767
ENSG00000139436,0.8396375928051635,0.8396375928051635
ENSG00000269335,0.8388672858500815,0.8388672858500815
ENSG00000107731,0.8382399319290921,0.8382399319290921
ENSG00000123965,0.8368187760624318,0.8368187760624318
ENSG00000155363,0.8367222727988852,0.8367222727988852
ENSG00000119616,0.8353481933944712,0.8353481933944712
ENSG00000276721,0.8313656242723662,0.8313656242723662
ENSG00000287859,0.8311421871099828,0.8311421871099828
ENSG00000253146,0.8297113672535491,0.8297113672535491
ENSG00000168944,0.8278258106769216,0.8278258106769216
ENSG00000278153,0.82722177839833,0.82722177839833
ENSG00000260382,0.8239792335617676,0.8239792335617676
ENSG00000236018,0.8227784807805253,0.8227784807805253
ENSG00000123933,0.8223748020835059,0.8223748020835059
ENSG00000122490,0.8190668177323277,0.8190668177323277
ENSG00000287884,0.8178710549882651,0.8178710549882651
ENSG00000006042,0.8169770493247189,0.8169770493247189
ENSG00000169740,0.8156342829951526,0.8156342829951526
ENSG00000134987,0.814972157748313,0.814972157748313
ENSG00000206775,0.8143187407818524,0.8143187407818524
ENSG00000154174,0.8142198432688041,0.8142198432688041
ENSG00000100599,0.8123422529746739,0.8123422529746739
ENSG00000103254,0.8085769467839428,0.8085769467839428
ENSG00000283904,-0.8049860141056528,0.8049860141056528
ENSG00000197037,0.8036176251451511,0.8036176251451511
ENSG00000131845,0.8019727294393617,0.8019727294393617
ENSG00000054611,0.8018661993751278,0.8018661993751278
